CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,RFM_Segment_Code,Segment,Cluster
11127,33,12,189.3,3,3,2,8,332,Loyal Customers,0
11128,46,12,183.1,3,3,2,8,332,Loyal Customers,2
11129,22,14,266.05,4,4,4,12,444,Champions,3
11130,245,14,250.54,1,4,4,9,144,At Risk,2
11131,32,9,368.82,4,1,5,10,415,New Customers,2
11132,158,11,143.22,1,2,1,4,121,Lost,2
11133,262,12,146.75,1,3,2,6,132,Hibernating,2
11134,96,12,205.65,2,3,3,8,233,At Risk,2
11135,67,11,318.5,2,2,4,8,224,Need Attention,2
11136,191,10,233.0,1,2,3,6,123,Hibernating,2
11137,55,13,534.24,3,4,5,12,345,Loyal Customers,3
11138,60,9,184.1,3,1,2,6,312,Promising,2
11139,24,14,351.03,4,4,5,13,445,Champions,3
11140,211,14,283.63,1,4,4,9,144,At Risk,2
11141,34,11,229.3,3,2,3,8,323,Potential Loyalists,2
11142,16,13,138.28,4,4,1,9,441,Loyal Customers,0
11143,13,18,465.82,5,5,5,15,555,Champions,3
11144,9,7,160.04,5,1,2,8,512,New Customers,0
11145,36,20,775.38,3,5,5,13,355,Loyal Customers,3
11146,32,15,227.4,4,4,3,11,443,Loyal Customers,3
11147,49,8,197.48,3,1,3,7,313,Potential Loyalists,2
11148,17,14,227.85,4,4,3,11,443,Loyal Customers,3
11149,62,11,88.5,3,2,1,6,321,Promising,1
11150,107,13,324.54,2,4,5,11,245,At Risk,2
11151,165,11,202.7,1,2,3,6,123,Hibernating,2
11152,132,10,280.59,1,2,4,7,124,Need Attention,2
11153,14,11,457.75,5,2,5,12,525,New Customers,3
11154,57,11,212.25,3,2,3,8,323,Potential Loyalists,2
11155,130,13,244.53,1,4,3,8,143,At Risk,2
11156,12,7,229.54,5,1,3,9,513,New Customers,0
11157,127,15,215.69,2,4,3,9,243,At Risk,2
11158,6,9,101.55,5,1,1,7,511,New Customers,0
11159,5,17,257.13,5,5,4,14,554,Champions,3
11160,192,9,195.28,1,1,2,4,112,Lost,2
11161,16,16,142.74,4,5,1,10,451,Loyal Customers,0
11162,17,14,687.46,4,4,5,13,445,Champions,3
11163,6,17,240.26,5,5,3,13,553,Loyal Customers,3
11164,22,12,242.3,4,3,3,10,433,Loyal Customers,0
11165,94,12,276.4,2,3,4,9,234,At Risk,2
11166,371,9,127.77,1,1,1,3,111,Lost,1
11167,13,11,283.85,5,2,4,11,524,New Customers,0
11168,360,10,91.1,1,2,1,4,121,Lost,1
11169,31,14,568.15,4,4,5,13,445,Champions,3
11170,201,12,233.49,1,3,3,7,133,At Risk,2
11171,7,11,113.34,5,2,1,8,521,New Customers,0
11172,5,14,332.99,5,4,5,14,545,Champions,3
11173,26,14,363.2,4,4,5,13,445,Champions,3
11174,31,9,184.84,4,1,2,7,412,New Customers,0
11175,235,14,293.67,1,4,4,9,144,At Risk,2
11176,234,12,145.97,1,3,2,6,132,Hibernating,2
11177,37,16,237.51,3,5,3,11,353,Loyal Customers,3
11178,4,14,207.9,5,4,3,12,543,Loyal Customers,0
11179,140,13,496.61,1,4,5,10,145,At Risk,2
11180,201,12,216.9,1,3,3,7,133,At Risk,2
11181,76,14,184.28,2,4,2,8,242,Cant Lose Them,2
11182,9,15,328.92,5,4,5,14,545,Champions,3
11183,62,13,194.58,3,4,2,9,342,Loyal Customers,2
11184,12,10,211.85,5,2,3,10,523,New Customers,0
11185,6,12,312.55,5,3,4,12,534,Loyal Customers,0
11186,10,17,413.56,5,5,5,15,555,Champions,3
11187,88,8,170.0,2,1,2,5,212,Hibernating,1
11188,100,8,103.95,2,1,1,4,211,Hibernating,1
11189,27,14,332.94,4,4,5,13,445,Champions,3
11190,19,15,550.83,4,4,5,13,445,Champions,3
11191,76,11,91.44,2,2,1,5,221,Hibernating,1
11192,127,12,152.7,2,3,2,7,232,Need Attention,2
11193,11,13,270.66,5,4,4,13,544,Champions,3
11194,18,20,500.04,4,5,5,14,455,Champions,3
11195,56,11,142.17,3,2,1,6,321,Promising,2
11196,33,14,272.45,3,4,4,11,344,Loyal Customers,3
11197,19,12,171.13,4,3,2,9,432,Loyal Customers,0
11198,4,16,365.15,5,5,5,15,555,Champions,3
11199,168,8,320.28,1,1,4,6,114,Hibernating,2
11200,139,10,197.54,1,2,3,6,123,Hibernating,2
11201,158,11,170.78,1,2,2,5,122,Lost,2
11202,27,9,134.9,4,1,1,6,411,New Customers,0
11203,77,17,236.2,2,5,3,10,253,At Risk,2
11204,7,9,147.77,5,1,2,8,512,New Customers,0
11205,52,17,339.08,3,5,5,13,355,Loyal Customers,3
11206,396,7,76.3,1,1,1,3,111,Lost,1
11207,25,13,140.04,4,4,1,9,441,Loyal Customers,0
11208,88,8,82.95,2,1,1,4,211,Hibernating,1
11209,32,15,229.15,4,4,3,11,443,Loyal Customers,3
11210,83,11,430.31,2,2,5,9,225,Need Attention,2
11211,13,14,275.47,5,4,4,13,544,Champions,3
11212,19,13,157.05,4,4,2,10,442,Loyal Customers,0
11213,158,10,118.8,1,2,1,4,121,Lost,1
11214,14,16,253.83,5,5,4,14,554,Champions,3
11215,131,13,377.3,1,4,5,10,145,At Risk,2
11216,245,11,113.25,1,2,1,4,121,Lost,1
11217,33,12,188.46,3,3,2,8,332,Loyal Customers,0
11218,4,11,268.11,5,2,4,11,524,New Customers,0
11219,79,11,268.7,2,2,4,8,224,Need Attention,2
11220,138,14,177.59,1,4,2,7,142,Cant Lose Them,2
11221,174,8,97.15,1,1,1,3,111,Lost,1
11222,66,12,393.27,2,3,5,10,235,At Risk,2
11223,4,8,253.55,5,1,4,10,514,New Customers,0
11224,73,9,108.3,2,1,1,4,211,Hibernating,1
11225,19,9,89.85,4,1,1,6,411,New Customers,0
11226,10,15,260.95,5,4,4,13,544,Champions,3
11227,36,12,121.74,3,3,1,7,331,Loyal Customers,0
11228,60,14,177.57,3,4,2,9,342,Loyal Customers,2
11229,40,10,177.84,3,2,2,7,322,Promising,0
11230,11,14,308.11,5,4,4,13,544,Champions,3
11231,18,14,395.8,4,4,5,13,445,Champions,3
11232,534,7,179.54,1,1,2,4,112,Lost,1
11233,11,15,262.1,5,4,4,13,544,Champions,3
11234,2,13,247.62,5,4,3,12,543,Loyal Customers,0
11235,6,9,145.15,5,1,2,8,512,New Customers,0
11236,88,11,259.69,2,2,4,8,224,Need Attention,2
11237,31,16,542.42,4,5,5,14,455,Champions,3
11238,57,17,415.82,3,5,5,13,355,Loyal Customers,3
11239,69,18,545.66,2,5,5,12,255,At Risk,3
11240,29,12,103.48,4,3,1,8,431,Loyal Customers,0
11241,38,14,231.34,3,4,3,10,343,Loyal Customers,3
11242,9,11,239.26,5,2,3,10,523,New Customers,0
11243,32,16,284.92,4,5,4,13,454,Champions,3
11244,58,15,334.48,3,4,5,12,345,Loyal Customers,3
11245,35,22,359.3,3,5,5,13,355,Loyal Customers,3
11246,10,10,159.62,5,2,2,9,522,New Customers,0
11247,50,6,149.73,3,1,2,6,312,Promising,1
11248,23,11,169.8,4,2,2,8,422,New Customers,0
11249,15,15,374.16,4,4,5,13,445,Champions,3
11250,38,12,170.91,3,3,2,8,332,Loyal Customers,2
11251,62,19,527.21,3,5,5,13,355,Loyal Customers,3
11252,70,9,86.4,2,1,1,4,211,Hibernating,1
11253,15,14,179.38,4,4,2,10,442,Loyal Customers,0
11254,103,13,217.38,2,4,3,9,243,At Risk,2
11255,95,11,111.1,2,2,1,5,221,Hibernating,1
11256,60,13,181.15,3,4,2,9,342,Loyal Customers,2
11257,51,15,283.82,3,4,4,11,344,Loyal Customers,3
11258,9,13,193.95,5,4,2,11,542,Loyal Customers,0
11259,17,18,279.0,4,5,4,13,454,Champions,3
11260,65,9,109.3,2,1,1,4,211,Hibernating,1
11261,227,10,270.89,1,2,4,7,124,Need Attention,2
11262,81,10,151.45,2,2,2,6,222,Hibernating,2
11263,174,9,169.8,1,1,2,4,112,Lost,2
11264,118,13,295.28,2,4,4,10,244,At Risk,2
11265,1,12,294.12,5,3,4,12,534,Loyal Customers,0
11266,21,8,65.09,4,1,1,6,411,New Customers,1
11267,66,9,84.75,2,1,1,4,211,Hibernating,1
11268,82,13,172.9,2,4,2,8,242,Cant Lose Them,2
11269,15,14,371.14,4,4,5,13,445,Champions,3
11270,507,11,302.92,1,2,4,7,124,Need Attention,2
11271,25,11,241.48,4,2,3,9,423,New Customers,0
11272,35,8,138.93,3,1,1,5,311,Promising,1
11273,27,18,530.16,4,5,5,14,455,Champions,3
11274,11,13,226.04,5,4,3,12,543,Loyal Customers,0
11275,23,12,205.44,4,3,3,10,433,Loyal Customers,0
11276,15,9,87.15,4,1,1,6,411,New Customers,0
11277,381,14,167.81,1,4,2,7,142,Cant Lose Them,2
11278,4,12,165.03,5,3,2,10,532,Loyal Customers,0
11279,8,11,176.55,5,2,2,9,522,New Customers,0
11280,92,11,165.0,2,2,2,6,222,Hibernating,2
11281,228,3,76.1,1,1,1,3,111,Lost,1
11282,32,8,177.39,4,1,2,7,412,New Customers,0
11283,17,14,160.39,4,4,2,10,442,Loyal Customers,0
11284,72,12,176.6,2,3,2,7,232,Need Attention,2
11285,2,13,166.58,5,4,2,11,542,Loyal Customers,0
11286,38,15,291.09,3,4,4,11,344,Loyal Customers,3
11287,25,10,129.55,4,2,1,7,421,New Customers,0
11288,131,11,195.65,1,2,2,5,122,Lost,2
11289,3,9,91.45,5,1,1,7,511,New Customers,0
11290,29,8,112.55,4,1,1,6,411,New Customers,1
11291,38,16,189.53,3,5,2,10,352,Loyal Customers,3
11292,27,9,225.84,4,1,3,8,413,New Customers,0
11293,37,14,141.75,3,4,1,8,341,Loyal Customers,0
11294,60,14,289.35,3,4,4,11,344,Loyal Customers,2
11295,183,8,131.7,1,1,1,3,111,Lost,1
11296,67,17,388.69,2,5,5,12,255,At Risk,3
11297,213,11,214.6,1,2,3,6,123,Hibernating,2
11298,51,13,205.3,3,4,3,10,343,Loyal Customers,2
11299,5,12,153.6,5,3,2,10,532,Loyal Customers,0
11300,2,16,230.16,5,5,3,13,553,Loyal Customers,0
11301,7,18,433.33,5,5,5,15,555,Champions,3
11302,60,17,231.95,3,5,3,11,353,Loyal Customers,3
11303,39,10,181.6,3,2,2,7,322,Promising,0
11304,49,20,549.87,3,5,5,13,355,Loyal Customers,3
11305,20,3,64.0,4,1,1,6,411,New Customers,1
11306,241,12,187.74,1,3,2,6,132,Hibernating,2
11307,176,16,308.3,1,5,4,10,154,At Risk,2
11308,274,9,159.8,1,1,2,4,112,Lost,1
11309,76,17,286.87,2,5,4,11,254,At Risk,3
11310,79,13,190.36,2,4,2,8,242,Cant Lose Them,2
11311,171,8,67.25,1,1,1,3,111,Lost,1
11312,22,12,205.29,4,3,3,10,433,Loyal Customers,0
11313,23,15,393.29,4,4,5,13,445,Champions,3
11314,16,14,199.57,4,4,3,11,443,Loyal Customers,0
11315,27,10,188.0,4,2,2,8,422,New Customers,0
11316,185,7,58.7,1,1,1,3,111,Lost,1
11317,5,14,382.22,5,4,5,14,545,Champions,3
11318,10,7,228.74,5,1,3,9,513,New Customers,0
11319,87,11,436.0,2,2,5,9,225,Need Attention,2
11320,24,13,338.93,4,4,5,13,445,Champions,3
11321,41,15,228.87,3,4,3,10,343,Loyal Customers,3
11322,17,10,314.66,4,2,4,10,424,New Customers,0
11323,36,7,128.62,3,1,1,5,311,Promising,1
11324,43,11,239.84,3,2,3,8,323,Potential Loyalists,2
11325,39,7,107.84,3,1,1,5,311,Promising,1
11326,12,14,338.2,5,4,5,14,545,Champions,3
11327,90,10,285.8,2,2,4,8,224,Need Attention,2
11328,109,12,201.4,2,3,3,8,233,At Risk,2
11329,31,8,175.98,4,1,2,7,412,New Customers,0
11330,97,10,152.33,2,2,2,6,222,Hibernating,2
11331,46,16,430.93,3,5,5,13,355,Loyal Customers,3
11332,134,9,153.88,1,1,2,4,112,Lost,1
11333,21,16,306.36,4,5,4,13,454,Champions,3
11334,195,13,272.45,1,4,4,9,144,At Risk,2
11335,2,9,113.55,5,1,1,7,511,New Customers,0
11336,76,12,197.22,2,3,3,8,233,At Risk,2
11337,15,15,294.26,4,4,4,12,444,Champions,3
11338,94,10,144.3,2,2,1,5,221,Hibernating,2
11339,82,9,73.59,2,1,1,4,211,Hibernating,1
11340,34,16,392.14,3,5,5,13,355,Loyal Customers,3
11341,25,19,263.86,4,5,4,13,454,Champions,3
11342,13,20,395.64,5,5,5,15,555,Champions,3
11343,42,15,246.48,3,4,3,10,343,Loyal Customers,3
11344,27,9,262.44,4,1,4,9,414,New Customers,0
11345,25,10,284.45,4,2,4,10,424,New Customers,0
11346,66,11,279.27,2,2,4,8,224,Need Attention,2
11347,6,11,304.88,5,2,4,11,524,New Customers,0
11348,16,16,374.45,4,5,5,14,455,Champions,3
11349,40,17,229.9,3,5,3,11,353,Loyal Customers,3
11350,109,9,225.25,2,1,3,6,213,Hibernating,2
11351,23,11,186.48,4,2,2,8,422,New Customers,0
11352,363,8,130.87,1,1,1,3,111,Lost,1
11353,7,13,234.95,5,4,3,12,543,Loyal Customers,0
11354,53,16,440.38,3,5,5,13,355,Loyal Customers,3
11355,29,13,424.5,4,4,5,13,445,Champions,3
11356,38,22,266.47,3,5,4,12,354,Loyal Customers,3
11357,13,11,379.02,5,2,5,12,525,New Customers,3
11358,35,9,142.7,3,1,1,5,311,Promising,0
11359,164,19,248.47,1,5,3,9,153,At Risk,2
11360,143,12,327.44,1,3,5,9,135,At Risk,2
11361,161,16,358.84,1,5,5,11,155,At Risk,2
11362,71,11,197.03,2,2,2,6,222,Hibernating,2
11363,83,12,287.05,2,3,4,9,234,At Risk,2
11364,2,9,130.7,5,1,1,7,511,New Customers,0
11365,39,13,254.4,3,4,4,11,344,Loyal Customers,2
11366,24,11,183.37,4,2,2,8,422,New Customers,0
11367,32,21,301.75,4,5,4,13,454,Champions,3
11368,407,7,139.55,1,1,1,3,111,Lost,1
11369,4,16,594.29,5,5,5,15,555,Champions,3
11370,57,12,244.33,3,3,3,9,333,Loyal Customers,2
11371,39,21,257.65,3,5,4,12,354,Loyal Customers,3
11372,22,11,106.85,4,2,1,7,421,New Customers,0
11373,1,10,158.5,5,2,2,9,522,New Customers,0
11374,250,9,150.57,1,1,2,4,112,Lost,1
11375,84,10,283.64,2,2,4,8,224,Need Attention,2
11376,21,11,189.76,4,2,2,8,422,New Customers,0
11377,97,13,258.35,2,4,4,10,244,At Risk,2
11378,105,11,141.91,2,2,1,5,221,Hibernating,2
11379,150,12,296.1,1,3,4,8,134,At Risk,2
11380,20,20,437.82,4,5,5,14,455,Champions,3
11381,19,15,185.33,4,4,2,10,442,Loyal Customers,0
11382,84,11,185.98,2,2,2,6,222,Hibernating,2
11383,16,8,114.28,4,1,1,6,411,New Customers,0
11384,13,13,198.3,5,4,3,12,543,Loyal Customers,0
11385,74,6,110.0,2,1,1,4,211,Hibernating,1
11386,5,16,505.69,5,5,5,15,555,Champions,3
11387,21,18,310.13,4,5,4,13,454,Champions,3
11388,25,13,265.72,4,4,4,12,444,Champions,3
11389,51,12,278.66,3,3,4,10,334,Loyal Customers,2
11390,44,11,236.88,3,2,3,8,323,Potential Loyalists,2
11391,41,17,392.64,3,5,5,13,355,Loyal Customers,3
11392,186,15,183.49,1,4,2,7,142,Cant Lose Them,2
11393,24,15,243.26,4,4,3,11,443,Loyal Customers,3
11394,24,17,277.77,4,5,4,13,454,Champions,3
11395,19,15,212.65,4,4,3,11,443,Loyal Customers,3
11396,13,15,249.01,5,4,3,12,543,Loyal Customers,3
11397,3,8,225.6,5,1,3,9,513,New Customers,0
11398,191,5,129.45,1,1,1,3,111,Lost,1
11399,106,8,382.88,2,1,5,8,215,Need Attention,2
11400,24,15,185.14,4,4,2,10,442,Loyal Customers,3
11401,142,9,144.52,1,1,1,3,111,Lost,1
11402,16,12,183.6,4,3,2,9,432,Loyal Customers,0
11403,10,14,361.06,5,4,5,14,545,Champions,3
11404,101,14,337.25,2,4,5,11,245,At Risk,2
11405,6,13,519.27,5,4,5,14,545,Champions,3
11406,17,11,167.58,4,2,2,8,422,New Customers,0
11407,49,9,89.35,3,1,1,5,311,Promising,1
11408,7,16,298.87,5,5,4,14,554,Champions,3
11409,14,8,120.79,5,1,1,7,511,New Customers,0
11410,71,11,273.7,2,2,4,8,224,Need Attention,2
11411,106,6,109.95,2,1,1,4,211,Hibernating,1
11412,41,13,227.7,3,4,3,10,343,Loyal Customers,2
11413,29,14,236.66,4,4,3,11,443,Loyal Customers,3
11414,66,9,76.2,2,1,1,4,211,Hibernating,1
11415,66,6,81.35,2,1,1,4,211,Hibernating,1
11416,53,10,215.98,3,2,3,8,323,Potential Loyalists,2
11417,228,8,68.95,1,1,1,3,111,Lost,1
11418,37,13,148.55,3,4,2,9,342,Loyal Customers,0
11419,21,12,120.09,4,3,1,8,431,Loyal Customers,0
11420,26,9,137.16,4,1,1,6,411,New Customers,0
11421,59,18,417.12,3,5,5,13,355,Loyal Customers,3
11422,38,14,230.04,3,4,3,10,343,Loyal Customers,3
11423,12,12,375.3,5,3,5,13,535,Loyal Customers,3
11424,206,7,81.7,1,1,1,3,111,Lost,1
11425,34,22,436.09,3,5,5,13,355,Loyal Customers,3
11426,136,11,434.31,1,2,5,8,125,Need Attention,2
11427,49,9,183.26,3,1,2,6,312,Promising,2
11428,9,10,127.13,5,2,1,8,521,New Customers,0
11429,285,7,158.14,1,1,2,4,112,Lost,1
11430,153,5,43.05,1,1,1,3,111,Lost,1
11431,236,18,310.86,1,5,4,10,154,At Risk,2
11432,4,14,194.6,5,4,2,11,542,Loyal Customers,0
11433,74,10,228.77,2,2,3,7,223,Need Attention,2
11434,30,13,266.49,4,4,4,12,444,Champions,3
11435,265,9,101.04,1,1,1,3,111,Lost,1
11436,31,16,158.5,4,5,2,11,452,Loyal Customers,0
11437,24,18,210.75,4,5,3,12,453,Loyal Customers,3
11438,16,11,211.9,4,2,3,9,423,New Customers,0
11439,29,15,317.53,4,4,4,12,444,Champions,3
11440,24,14,457.15,4,4,5,13,445,Champions,3
11441,20,13,218.87,4,4,3,11,443,Loyal Customers,0
11442,105,18,261.65,2,5,4,11,254,At Risk,3
11443,21,10,301.85,4,2,4,10,424,New Customers,0
11444,46,14,473.44,3,4,5,12,345,Loyal Customers,3
11445,89,8,160.24,2,1,2,5,212,Hibernating,1
11446,102,7,54.7,2,1,1,4,211,Hibernating,1
11447,17,15,183.35,4,4,2,10,442,Loyal Customers,0
11448,111,17,655.03,2,5,5,12,255,At Risk,3
11449,274,13,223.31,1,4,3,8,143,At Risk,2
11450,5,12,161.44,5,3,2,10,532,Loyal Customers,0
11451,137,11,198.45,1,2,3,6,123,Hibernating,2
11452,117,8,90.97,2,1,1,4,211,Hibernating,1
11453,217,12,272.65,1,3,4,8,134,At Risk,2
11454,229,8,104.92,1,1,1,3,111,Lost,1
11455,177,12,210.13,1,3,3,7,133,At Risk,2
11456,27,11,149.1,4,2,2,8,422,New Customers,0
11457,15,9,307.98,4,1,4,9,414,New Customers,0
11458,67,10,346.76,2,2,5,9,225,Need Attention,2
11459,17,11,340.98,4,2,5,11,425,New Customers,3
11460,6,17,259.05,5,5,4,14,554,Champions,3
11461,52,10,218.25,3,2,3,8,323,Potential Loyalists,2
11462,275,7,168.98,1,1,2,4,112,Lost,1
11463,79,10,297.39,2,2,4,8,224,Need Attention,2
11464,3,14,181.4,5,4,2,11,542,Loyal Customers,0
11465,27,13,232.65,4,4,3,11,443,Loyal Customers,3
11466,2,11,186.25,5,2,2,9,522,New Customers,0
11467,222,9,240.61,1,1,3,5,113,Hibernating,2
11468,115,20,414.99,2,5,5,12,255,At Risk,3
11469,1,10,188.02,5,2,2,9,522,New Customers,0
11470,38,14,209.93,3,4,3,10,343,Loyal Customers,2
11471,202,13,151.59,1,4,2,7,142,Cant Lose Them,2
11472,62,10,268.69,3,2,4,9,324,Potential Loyalists,2
11473,562,8,180.62,1,1,2,4,112,Lost,1
11474,9,12,534.08,5,3,5,13,535,Loyal Customers,3
11475,38,11,333.53,3,2,5,10,325,Potential Loyalists,2
11476,233,10,136.3,1,2,1,4,121,Lost,1
11477,79,15,217.3,2,4,3,9,243,At Risk,2
11478,23,9,111.45,4,1,1,6,411,New Customers,0
11479,27,16,331.75,4,5,5,14,455,Champions,3
11480,62,8,64.3,3,1,1,5,311,Promising,1
11481,18,15,123.15,4,4,1,9,441,Loyal Customers,0
11482,24,8,272.16,4,1,4,9,414,New Customers,0
11483,154,7,93.3,1,1,1,3,111,Lost,1
11484,83,11,138.3,2,2,1,5,221,Hibernating,2
11485,160,12,279.66,1,3,4,8,134,At Risk,2
11486,330,9,198.17,1,1,3,5,113,Hibernating,2
11487,7,9,124.25,5,1,1,7,511,New Customers,0
11488,2,11,199.55,5,2,3,10,523,New Customers,0
11489,22,14,217.81,4,4,3,11,443,Loyal Customers,3
11490,22,14,303.77,4,4,4,12,444,Champions,3
11491,176,9,212.73,1,1,3,5,113,Hibernating,2
11492,3,16,412.71,5,5,5,15,555,Champions,3
11493,108,8,69.4,2,1,1,4,211,Hibernating,1
11494,25,8,145.37,4,1,2,7,412,New Customers,0
11495,14,15,335.26,5,4,5,14,545,Champions,3
11496,55,12,186.6,3,3,2,8,332,Loyal Customers,2
11497,54,18,316.25,3,5,4,12,354,Loyal Customers,3
11498,130,9,91.35,1,1,1,3,111,Lost,1
11499,6,16,397.41,5,5,5,15,555,Champions,3
11500,31,10,187.53,4,2,2,8,422,New Customers,0
11501,34,13,156.31,3,4,2,9,342,Loyal Customers,0
11502,77,8,82.85,2,1,1,4,211,Hibernating,1
11503,34,11,194.32,3,2,2,7,322,Promising,0
11504,22,8,141.3,4,1,1,6,411,New Customers,0
11505,94,15,347.4,2,4,5,11,245,At Risk,2
11506,115,11,292.08,2,2,4,8,224,Need Attention,2
11507,19,19,558.16,4,5,5,14,455,Champions,3
11508,34,12,226.19,3,3,3,9,333,Loyal Customers,2
11509,21,17,258.68,4,5,4,13,454,Champions,3
11510,22,16,286.0,4,5,4,13,454,Champions,3
11511,78,14,352.11,2,4,5,11,245,At Risk,2
11512,158,14,494.98,1,4,5,10,145,At Risk,2
11513,57,17,415.43,3,5,5,13,355,Loyal Customers,3
11514,50,15,282.4,3,4,4,11,344,Loyal Customers,3
11515,38,15,383.35,3,4,5,12,345,Loyal Customers,3
11516,368,7,175.94,1,1,2,4,112,Lost,1
11517,43,13,233.78,3,4,3,10,343,Loyal Customers,2
11518,18,14,273.27,4,4,4,12,444,Champions,3
11519,55,10,113.8,3,2,1,6,321,Promising,1
11520,58,18,289.19,3,5,4,12,354,Loyal Customers,3
11521,30,15,245.26,4,4,3,11,443,Loyal Customers,3
11522,39,15,348.95,3,4,5,12,345,Loyal Customers,3
11523,72,9,190.6,2,1,2,5,212,Hibernating,2
11524,1,16,493.58,5,5,5,15,555,Champions,3
11525,36,17,343.39,3,5,5,13,355,Loyal Customers,3
11526,83,6,116.45,2,1,1,4,211,Hibernating,1
11527,49,7,210.43,3,1,3,7,313,Potential Loyalists,1
11528,3,14,451.56,5,4,5,14,545,Champions,3
11529,14,15,399.31,5,4,5,14,545,Champions,3
11530,1,11,210.36,5,2,3,10,523,New Customers,0
11531,51,9,224.86,3,1,3,7,313,Potential Loyalists,2
11532,115,8,203.73,2,1,3,6,213,Hibernating,2
11533,22,13,259.51,4,4,4,12,444,Champions,3
11534,75,17,315.56,2,5,4,11,254,At Risk,3
11535,286,10,172.65,1,2,2,5,122,Lost,2
11536,5,12,269.7,5,3,4,12,534,Loyal Customers,0
11537,13,12,273.95,5,3,4,12,534,Loyal Customers,0
11538,3,15,336.73,5,4,5,14,545,Champions,3
11539,110,12,289.0,2,3,4,9,234,At Risk,2
11540,297,8,180.0,1,1,2,4,112,Lost,1
11541,135,19,276.02,1,5,4,10,154,At Risk,3
11542,72,16,322.07,2,5,4,11,254,At Risk,3
11543,78,13,282.58,2,4,4,10,244,At Risk,2
11544,94,11,158.09,2,2,2,6,222,Hibernating,2
11545,360,15,250.29,1,4,4,9,144,At Risk,2
11546,14,17,316.4,5,5,4,14,554,Champions,3
11547,155,10,413.1,1,2,5,8,125,Need Attention,2
11548,32,8,131.79,4,1,1,6,411,New Customers,1
11549,243,3,16.5,1,1,1,3,111,Lost,1
11550,89,9,177.0,2,1,2,5,212,Hibernating,2
11551,250,12,180.39,1,3,2,6,132,Hibernating,2
11552,43,12,219.87,3,3,3,9,333,Loyal Customers,2
11553,117,16,367.7,2,5,5,12,255,At Risk,3
11554,129,11,310.86,2,2,4,8,224,Need Attention,2
11555,4,20,334.1,5,5,5,15,555,Champions,3
11556,46,12,136.1,3,3,1,7,331,Loyal Customers,2
11557,17,15,307.11,4,4,4,12,444,Champions,3
11558,152,14,188.55,1,4,2,7,142,Cant Lose Them,2
11559,61,12,147.0,3,3,2,8,332,Loyal Customers,2
11560,6,11,286.48,5,2,4,11,524,New Customers,0
11561,2,20,307.9,5,5,4,14,554,Champions,3
11562,43,19,317.69,3,5,4,12,354,Loyal Customers,3
11563,37,13,366.7,3,4,5,12,345,Loyal Customers,3
11564,100,9,275.79,2,1,4,7,214,Need Attention,2
11565,19,10,344.73,4,2,5,11,425,New Customers,0
11566,47,13,337.22,3,4,5,12,345,Loyal Customers,3
11567,129,14,389.39,2,4,5,11,245,At Risk,2
11568,31,12,264.44,4,3,4,11,434,Loyal Customers,2
11569,189,11,176.59,1,2,2,5,122,Lost,2
11570,10,12,190.53,5,3,2,10,532,Loyal Customers,0
11571,107,9,173.2,2,1,2,5,212,Hibernating,2
11572,237,9,207.78,1,1,3,5,113,Hibernating,2
11573,42,11,190.85,3,2,2,7,322,Promising,2
11574,67,16,212.85,2,5,3,10,253,At Risk,2
11575,262,11,142.63,1,2,1,4,121,Lost,2
11576,36,13,266.5,3,4,4,11,344,Loyal Customers,3
11577,13,10,245.17,5,2,3,10,523,New Customers,0
11578,116,12,217.18,2,3,3,8,233,At Risk,2
11579,28,18,252.61,4,5,4,13,454,Champions,3
11580,258,6,81.15,1,1,1,3,111,Lost,1
11581,25,7,99.98,4,1,1,6,411,New Customers,1
11582,13,14,228.54,5,4,3,12,543,Loyal Customers,3
11583,113,11,283.75,2,2,4,8,224,Need Attention,2
11584,5,12,367.93,5,3,5,13,535,Loyal Customers,3
11585,20,7,75.05,4,1,1,6,411,New Customers,1
11586,6,16,194.5,5,5,2,12,552,Loyal Customers,0
11587,6,17,427.57,5,5,5,15,555,Champions,3
11588,37,17,400.17,3,5,5,13,355,Loyal Customers,3
11589,98,11,175.59,2,2,2,6,222,Hibernating,2
11590,97,11,190.45,2,2,2,6,222,Hibernating,2
11591,129,11,244.24,2,2,3,7,223,Need Attention,2
11592,11,14,388.35,5,4,5,14,545,Champions,3
11593,38,13,471.38,3,4,5,12,345,Loyal Customers,3
11594,62,6,56.35,3,1,1,5,311,Promising,1
11595,417,3,16.45,1,1,1,3,111,Lost,1
11596,24,8,235.62,4,1,3,8,413,New Customers,0
11597,11,22,408.72,5,5,5,15,555,Champions,3
11598,4,11,158.09,5,2,2,9,522,New Customers,0
11599,49,9,283.14,3,1,4,8,314,Potential Loyalists,2
11600,30,13,240.41,4,4,3,11,443,Loyal Customers,3
11601,70,13,184.87,2,4,2,8,242,Cant Lose Them,2
11602,54,15,268.38,3,4,4,11,344,Loyal Customers,3
11603,24,11,193.43,4,2,2,8,422,New Customers,0
11604,28,16,182.78,4,5,2,11,452,Loyal Customers,3
11605,18,17,409.77,4,5,5,14,455,Champions,3
11606,368,8,122.85,1,1,1,3,111,Lost,1
11607,205,11,232.19,1,2,3,6,123,Hibernating,2
11608,147,11,350.26,1,2,5,8,125,Need Attention,2
11609,8,14,468.88,5,4,5,14,545,Champions,3
