customer_id,recency,frequency,monetary,R_score,F_score,M_score,RFM_score,rfm_composite,rfm_segment,cluster
442,65,25,5656.54,5,5,5,5-5-5,30,Champions,0
443,194,3,327.17,3,2,2,3-2-2,15,Promising,1
444,91,15,2837.73,4,4,4,4-4-4,24,Champions,0
445,104,4,629.19,4,2,3,4-2-3,19,Recent Customers,0
446,154,19,3942.62,3,5,5,3-5-5,24,Loyal Customers,0
447,41,20,3986.68,5,5,5,5-5-5,30,Champions,0
448,272,9,1659.24,3,3,4,3-3-4,19,Loyal Customers,0
449,88,25,4096.23,4,5,5,4-5-5,27,Champions,0
450,84,13,3214.78,4,4,5,4-4-5,25,Champions,0
451,140,22,1819.14,4,5,4,4-5-4,26,Champions,0
452,97,24,4191.87,4,5,5,4-5-5,27,Champions,0
453,110,20,2210.54,4,5,4,4-5-4,26,Champions,0
454,96,5,800.75,4,3,3,4-3-3,21,Loyal Customers,0
455,37,4,1187.85,5,2,4,5-2-4,23,Recent Customers,0
456,73,8,854.0,4,3,3,4-3-3,21,Loyal Customers,0
457,86,24,3907.43,4,5,5,4-5-5,27,Champions,0
458,95,27,5646.27,4,5,5,4-5-5,27,Champions,0
459,109,16,5059.59,4,4,5,4-4-5,25,Champions,0
460,51,17,2056.54,5,4,4,5-4-4,27,Champions,0
461,168,6,674.34,3,3,3,3-3-3,18,Loyal Customers,0
462,112,23,4023.45,4,5,5,4-5-5,27,Champions,0
463,68,34,5792.11,5,5,5,5-5-5,30,Champions,0
464,88,23,5670.42,4,5,5,4-5-5,27,Champions,0
465,93,26,4253.81,4,5,5,4-5-5,27,Champions,0
466,63,20,3631.98,5,5,5,5-5-5,30,Champions,0
467,43,18,2288.1,5,5,4,5-5-4,29,Champions,0
468,120,17,3011.84,4,4,5,4-4-5,25,Champions,0
469,186,12,2114.94,3,4,4,3-4-4,21,Loyal Customers,0
470,181,11,1974.86,3,4,4,3-4-4,21,Loyal Customers,0
471,45,15,4942.89,5,4,5,5-4-5,28,Champions,0
472,96,16,2129.14,4,4,4,4-4-4,24,Champions,0
473,55,14,1902.41,5,4,4,5-4-4,27,Champions,0
474,209,6,1104.36,3,3,4,3-3-4,19,Loyal Customers,0
475,67,22,3521.35,5,5,5,5-5-5,30,Champions,0
476,106,16,2171.87,4,4,4,4-4-4,24,Champions,0
477,118,12,2871.03,4,4,4,4-4-4,24,Champions,0
478,25,15,2063.64,5,4,4,5-4-4,27,Champions,0
479,55,16,1568.53,5,4,4,5-4-4,27,Champions,0
480,113,17,1544.9,4,4,4,4-4-4,24,Champions,0
481,91,8,583.0,4,3,3,4-3-3,21,Loyal Customers,0
482,44,19,2090.03,5,5,4,5-5-4,29,Champions,0
483,85,17,4067.1,4,4,5,4-4-5,25,Champions,0
484,153,20,2539.13,3,5,4,3-5-4,23,Loyal Customers,0
485,60,7,645.63,5,3,3,5-3-3,24,Loyal Customers,0
486,126,13,3079.22,4,4,5,4-4-5,25,Champions,0
487,55,41,6083.67,5,5,5,5-5-5,30,Champions,0
488,146,18,3336.74,3,5,5,3-5-5,24,Loyal Customers,0
489,40,16,3434.15,5,4,5,5-4-5,28,Champions,0
490,128,13,3615.4,4,4,5,4-4-5,25,Champions,0
491,97,23,4257.45,4,5,5,4-5-5,27,Champions,0
492,78,14,1828.14,4,4,4,4-4-4,24,Champions,0
493,64,17,2134.22,5,4,4,5-4-4,27,Champions,0
494,99,32,4625.53,4,5,5,4-5-5,27,Champions,0
495,15,24,4431.51,5,5,5,5-5-5,30,Champions,0
496,100,10,992.5,4,4,3,4-4-3,23,Loyal Customers,0
497,85,20,2949.95,4,5,5,4-5-5,27,Champions,0
498,30,15,1396.82,5,4,4,5-4-4,27,Champions,0
499,161,13,1350.54,3,4,4,3-4-4,21,Loyal Customers,0
500,69,22,4181.39,4,5,5,4-5-5,27,Champions,0
501,128,19,4751.08,4,5,5,4-5-5,27,Champions,0
502,102,39,6954.96,4,5,5,4-5-5,27,Champions,0
503,138,11,825.42,4,4,3,4-4-3,23,Loyal Customers,0
504,317,6,909.51,3,3,3,3-3-3,18,Loyal Customers,0
505,191,16,3442.05,3,4,5,3-4-5,22,Loyal Customers,0
506,58,25,5373.58,5,5,5,5-5-5,30,Champions,0
507,102,15,3150.25,4,4,5,4-4-5,25,Champions,0
508,86,12,2191.11,4,4,4,4-4-4,24,Champions,0
509,109,17,3185.77,4,4,5,4-4-5,25,Champions,0
510,81,20,3339.19,4,5,5,4-5-5,27,Champions,0
511,159,10,1806.35,3,4,4,3-4-4,21,Loyal Customers,0
512,53,20,3114.41,5,5,5,5-5-5,30,Champions,0
513,139,15,2523.88,4,4,4,4-4-4,24,Champions,0
514,84,20,4484.13,4,5,5,4-5-5,27,Champions,0
515,58,28,4402.29,5,5,5,5-5-5,30,Champions,0
516,35,22,3103.19,5,5,5,5-5-5,30,Champions,0
517,122,11,1870.53,4,4,4,4-4-4,24,Champions,0
518,144,12,1253.05,4,4,4,4-4-4,24,Champions,0
519,104,13,1788.66,4,4,4,4-4-4,24,Champions,0
520,144,23,5108.23,4,5,5,4-5-5,27,Champions,0
521,230,10,1863.1,3,4,4,3-4-4,21,Loyal Customers,0
522,81,34,4391.15,4,5,5,4-5-5,27,Champions,0
523,83,15,2257.05,4,4,4,4-4-4,24,Champions,0
524,44,25,4324.86,5,5,5,5-5-5,30,Champions,0
525,119,21,3306.65,4,5,5,4-5-5,27,Champions,0
526,75,29,3513.83,4,5,5,4-5-5,27,Champions,0
527,152,10,2932.71,3,4,4,3-4-4,21,Loyal Customers,0
528,55,22,4957.58,5,5,5,5-5-5,30,Champions,0
529,292,9,2514.95,3,3,4,3-3-4,19,Loyal Customers,0
530,125,16,1835.58,4,4,4,4-4-4,24,Champions,0
531,142,19,2252.29,4,5,4,4-5-4,26,Champions,0
532,153,17,3390.55,3,4,5,3-4-5,22,Loyal Customers,0
533,38,15,4016.66,5,4,5,5-4-5,28,Champions,0
534,130,24,3004.52,4,5,5,4-5-5,27,Champions,0
535,92,21,2775.87,4,5,4,4-5-4,26,Champions,0
536,102,26,6099.92,4,5,5,4-5-5,27,Champions,0
537,134,3,1061.95,4,2,3,4-2-3,19,Recent Customers,0
538,108,23,4096.68,4,5,5,4-5-5,27,Champions,0
539,98,12,1877.01,4,4,4,4-4-4,24,Champions,0
540,131,19,4042.11,4,5,5,4-5-5,27,Champions,0
541,78,16,2383.17,4,4,4,4-4-4,24,Champions,0
542,64,16,3166.85,5,4,5,5-4-5,28,Champions,0
543,51,18,2031.81,5,5,4,5-5-4,29,Champions,0
544,141,12,2020.85,4,4,4,4-4-4,24,Champions,0
545,95,24,2629.58,4,5,4,4-5-4,26,Champions,0
546,94,19,2678.71,4,5,4,4-5-4,26,Champions,0
547,132,30,5397.97,4,5,5,4-5-5,27,Champions,0
548,64,16,2186.68,5,4,4,5-4-4,27,Champions,0
549,133,10,2025.67,4,4,4,4-4-4,24,Champions,0
550,119,25,4572.33,4,5,5,4-5-5,27,Champions,0
551,188,19,3185.2,3,5,5,3-5-5,24,Loyal Customers,0
552,63,24,2261.72,5,5,4,5-5-4,29,Champions,0
553,43,20,3489.79,5,5,5,5-5-5,30,Champions,0
554,100,28,3789.71,4,5,5,4-5-5,27,Champions,0
555,49,15,3423.23,5,4,5,5-4-5,28,Champions,0
556,119,12,1210.7,4,4,4,4-4-4,24,Champions,0
557,25,25,3880.99,5,5,5,5-5-5,30,Champions,0
558,58,5,694.75,5,3,3,5-3-3,24,Loyal Customers,0
559,58,16,2237.6,5,4,4,5-4-4,27,Champions,0
560,152,16,3482.54,3,4,5,3-4-5,22,Loyal Customers,0
561,453,1,82.96,2,1,1,2-1-1,9,Hibernating,1
562,77,24,3846.09,4,5,5,4-5-5,27,Champions,0
563,143,14,2345.35,4,4,4,4-4-4,24,Champions,0
564,40,13,2276.58,5,4,4,5-4-4,27,Champions,0
565,58,20,2710.53,5,5,4,5-5-4,29,Champions,0
566,161,12,1203.23,3,4,4,3-4-4,21,Loyal Customers,0
567,261,6,407.36,3,3,2,3-3-2,17,Promising,1
568,37,18,2718.82,5,5,4,5-5-4,29,Champions,0
569,97,15,3051.66,4,4,5,4-4-5,25,Champions,0
570,15,15,2464.74,5,4,4,5-4-4,27,Champions,0
571,107,20,2022.16,4,5,4,4-5-4,26,Champions,0
572,63,35,6182.91,5,5,5,5-5-5,30,Champions,0
573,99,22,6073.65,4,5,5,4-5-5,27,Champions,0
574,154,22,3478.53,3,5,5,3-5-5,24,Loyal Customers,0
575,81,13,1408.67,4,4,4,4-4-4,24,Champions,0
576,52,22,2811.33,5,5,4,5-5-4,29,Champions,0
577,95,25,3877.46,4,5,5,4-5-5,27,Champions,0
578,92,14,1917.86,4,4,4,4-4-4,24,Champions,0
579,119,13,1467.19,4,4,4,4-4-4,24,Champions,0
580,115,10,2467.13,4,4,4,4-4-4,24,Champions,0
581,97,25,2826.43,4,5,4,4-5-4,26,Champions,0
582,51,15,1760.98,5,4,4,5-4-4,27,Champions,0
583,79,14,2046.12,4,4,4,4-4-4,24,Champions,0
584,100,28,3343.24,4,5,5,4-5-5,27,Champions,0
585,49,20,4659.51,5,5,5,5-5-5,30,Champions,0
586,9,13,1957.93,5,4,4,5-4-4,27,Champions,0
587,3,22,3905.66,5,5,5,5-5-5,30,Champions,0
588,126,11,3863.03,4,4,5,4-4-5,25,Champions,0
589,95,14,2844.67,4,4,4,4-4-4,24,Champions,0
590,68,15,2657.32,5,4,4,5-4-4,27,Champions,0
591,207,6,762.87,3,3,3,3-3-3,18,Loyal Customers,0
592,134,19,1961.75,4,5,4,4-5-4,26,Champions,0
593,141,16,2823.71,4,4,4,4-4-4,24,Champions,0
594,26,25,5286.16,5,5,5,5-5-5,30,Champions,0
595,116,17,2849.58,4,4,4,4-4-4,24,Champions,0
596,34,26,5820.9,5,5,5,5-5-5,30,Champions,0
597,117,14,3036.26,4,4,5,4-4-5,25,Champions,0
598,519,1,88.25,2,1,1,2-1-1,9,Hibernating,1
599,49,21,3522.37,5,5,5,5-5-5,30,Champions,0
600,23,19,3454.12,5,5,5,5-5-5,30,Champions,0
601,149,22,5206.24,3,5,5,3-5-5,24,Loyal Customers,0
602,99,22,2802.55,4,5,4,4-5-4,26,Champions,0
603,140,18,2659.55,4,5,4,4-5-4,26,Champions,0
604,50,24,4823.49,5,5,5,5-5-5,30,Champions,0
605,199,17,2602.56,3,4,4,3-4-4,21,Loyal Customers,0
606,60,18,1853.14,5,5,4,5-5-4,29,Champions,0
607,214,11,1386.17,3,4,4,3-4-4,21,Loyal Customers,0
608,106,14,3122.98,4,4,5,4-4-5,25,Champions,0
609,64,18,2490.06,5,5,4,5-5-4,29,Champions,0
610,186,9,1224.29,3,3,4,3-3-4,19,Loyal Customers,0
611,78,22,2091.84,4,5,4,4-5-4,26,Champions,0
612,33,23,4370.45,5,5,5,5-5-5,30,Champions,0
613,138,8,1584.49,4,3,4,4-3-4,22,Loyal Customers,0
614,63,18,2114.8,5,5,4,5-5-4,29,Champions,0
615,76,19,3992.93,4,5,5,4-5-5,27,Champions,0
616,93,16,2415.74,4,4,4,4-4-4,24,Champions,0
617,91,9,857.07,4,3,3,4-3-3,21,Loyal Customers,0
618,39,25,4531.94,5,5,5,5-5-5,30,Champions,0
619,49,11,1400.51,5,4,4,5-4-4,27,Champions,0
620,354,2,203.86,2,1,2,2-1-2,10,Hibernating,1
621,62,21,5136.61,5,5,5,5-5-5,30,Champions,0
622,35,22,3358.69,5,5,5,5-5-5,30,Champions,0
623,153,12,1381.51,3,4,4,3-4-4,21,Loyal Customers,0
624,169,17,1709.84,3,4,4,3-4-4,21,Loyal Customers,0
625,139,17,2792.41,4,4,4,4-4-4,24,Champions,0
626,69,20,3071.33,4,5,5,4-5-5,27,Champions,0
627,107,16,4891.74,4,4,5,4-4-5,25,Champions,0
628,195,3,435.23,3,2,2,3-2-2,15,Promising,1
629,75,35,7494.16,4,5,5,4-5-5,27,Champions,0
630,29,29,5225.31,5,5,5,5-5-5,30,Champions,0
631,84,15,2519.22,4,4,4,4-4-4,24,Champions,0
632,121,16,2015.58,4,4,4,4-4-4,24,Champions,0
633,67,16,3732.59,5,4,5,5-4-5,28,Champions,0
634,76,22,4248.42,4,5,5,4-5-5,27,Champions,0
635,163,15,4078.25,3,4,5,3-4-5,22,Loyal Customers,0
636,107,31,4506.82,4,5,5,4-5-5,27,Champions,0
637,42,20,2406.26,5,5,4,5-5-4,29,Champions,0
638,198,25,5039.92,3,5,5,3-5-5,24,Loyal Customers,0
639,84,22,3879.19,4,5,5,4-5-5,27,Champions,0
640,52,19,3104.11,5,5,5,5-5-5,30,Champions,0
641,133,21,2198.41,4,5,4,4-5-4,26,Champions,0
642,71,13,1937.72,4,4,4,4-4-4,24,Champions,0
643,70,12,2906.37,4,4,4,4-4-4,24,Champions,0
644,110,14,1991.8,4,4,4,4-4-4,24,Champions,0
645,216,15,2318.3,3,4,4,3-4-4,21,Loyal Customers,0
646,156,5,414.91,3,3,2,3-3-2,17,Promising,1
647,263,13,2509.24,3,4,4,3-4-4,21,Loyal Customers,0
648,200,13,1757.75,3,4,4,3-4-4,21,Loyal Customers,0
649,75,20,3728.15,4,5,5,4-5-5,27,Champions,0
650,116,19,4138.96,4,5,5,4-5-5,27,Champions,0
651,163,26,7151.19,3,5,5,3-5-5,24,Loyal Customers,0
652,145,18,3174.08,4,5,5,4-5-5,27,Champions,0
653,95,26,4020.3,4,5,5,4-5-5,27,Champions,0
654,25,25,7002.35,5,5,5,5-5-5,30,Champions,0
655,179,6,1192.12,3,3,4,3-3-4,19,Loyal Customers,0
656,72,13,1668.4,4,4,4,4-4-4,24,Champions,0
657,89,17,2609.85,4,4,4,4-4-4,24,Champions,0
658,136,16,2593.93,4,4,4,4-4-4,24,Champions,0
659,57,25,6121.25,5,5,5,5-5-5,30,Champions,0
660,119,17,2802.16,4,4,4,4-4-4,24,Champions,0
661,63,28,4281.57,5,5,5,5-5-5,30,Champions,0
662,34,13,1500.25,5,4,4,5-4-4,27,Champions,0
663,62,19,3120.83,5,5,5,5-5-5,30,Champions,0
664,248,8,791.6,3,3,3,3-3-3,18,Loyal Customers,0
665,58,8,2805.08,5,3,4,5-3-4,25,Loyal Customers,0
666,66,19,2198.05,5,5,4,5-5-4,29,Champions,0
667,104,17,1427.5,4,4,4,4-4-4,24,Champions,0
668,155,6,456.62,3,3,3,3-3-3,18,Loyal Customers,0
669,165,21,4890.65,3,5,5,3-5-5,24,Loyal Customers,0
670,61,11,1951.68,5,4,4,5-4-4,27,Champions,0
671,177,14,1904.56,3,4,4,3-4-4,21,Loyal Customers,0
672,183,10,1531.91,3,4,4,3-4-4,21,Loyal Customers,0
673,35,23,4731.84,5,5,5,5-5-5,30,Champions,0
674,94,16,4475.81,4,4,5,4-4-5,25,Champions,0
675,147,14,2915.06,3,4,4,3-4-4,21,Loyal Customers,0
676,99,23,4333.65,4,5,5,4-5-5,27,Champions,0
677,247,10,2146.87,3,4,4,3-4-4,21,Loyal Customers,0
678,119,9,1363.78,4,3,4,4-3-4,22,Loyal Customers,0
679,79,22,6474.53,4,5,5,4-5-5,27,Champions,0
680,54,27,7551.24,5,5,5,5-5-5,30,Champions,0
681,68,33,10056.65,5,5,5,5-5-5,30,Champions,0
682,129,7,914.3,4,3,3,4-3-3,21,Loyal Customers,0
683,109,12,2026.53,4,4,4,4-4-4,24,Champions,0
684,58,23,3046.88,5,5,5,5-5-5,30,Champions,0
685,25,24,5059.01,5,5,5,5-5-5,30,Champions,0
686,120,9,637.62,4,3,3,4-3-3,21,Loyal Customers,0
687,115,16,2155.02,4,4,4,4-4-4,24,Champions,0
688,110,20,3097.0,4,5,5,4-5-5,27,Champions,0
689,184,15,2072.0,3,4,4,3-4-4,21,Loyal Customers,0
690,147,5,670.42,3,3,3,3-3-3,18,Loyal Customers,0
691,23,25,4364.95,5,5,5,5-5-5,30,Champions,0
692,137,21,4437.04,4,5,5,4-5-5,27,Champions,0
693,57,22,3156.91,5,5,5,5-5-5,30,Champions,0
694,61,21,3253.23,5,5,5,5-5-5,30,Champions,0
695,112,24,4506.76,4,5,5,4-5-5,27,Champions,0
696,126,23,3378.13,4,5,5,4-5-5,27,Champions,0
697,57,21,3381.51,5,5,5,5-5-5,30,Champions,0
698,247,12,1571.44,3,4,4,3-4-4,21,Loyal Customers,0
699,112,18,2443.3,4,5,4,4-5-4,26,Champions,0
700,92,4,208.84,4,2,2,4-2-2,18,Recent Customers,1
701,133,17,3647.7,4,4,5,4-4-5,25,Champions,0
702,29,19,3738.69,5,5,5,5-5-5,30,Champions,0
703,133,24,3724.14,4,5,5,4-5-5,27,Champions,0
704,194,11,3065.2,3,4,5,3-4-5,22,Loyal Customers,0
705,50,17,2114.96,5,4,4,5-4-4,27,Champions,0
706,37,23,3520.55,5,5,5,5-5-5,30,Champions,0
707,71,4,1862.41,4,2,4,4-2-4,20,Recent Customers,0
708,68,29,7000.18,5,5,5,5-5-5,30,Champions,0
709,105,18,3324.95,4,5,5,4-5-5,27,Champions,0
710,49,11,1113.33,5,4,4,5-4-4,27,Champions,0
711,130,20,3065.28,4,5,5,4-5-5,27,Champions,0
712,173,28,5827.47,3,5,5,3-5-5,24,Loyal Customers,0
713,74,18,3224.79,4,5,5,4-5-5,27,Champions,0
714,76,17,3257.16,4,5,5,4-5-5,27,Champions,0
715,84,39,5004.0,4,5,5,4-5-5,27,Champions,0
716,69,14,2081.05,4,4,4,4-4-4,24,Champions,0
717,77,9,1619.23,4,3,4,4-3-4,22,Loyal Customers,0
718,129,17,2852.47,4,5,4,4-5-4,26,Champions,0
719,113,19,5104.25,4,5,5,4-5-5,27,Champions,0
720,81,20,5215.56,4,5,5,4-5-5,27,Champions,0
721,75,8,920.69,4,3,3,4-3-3,21,Loyal Customers,0
722,303,6,596.91,3,3,3,3-3-3,18,Loyal Customers,1
723,108,17,2577.34,4,5,4,4-5-4,26,Champions,0
724,119,28,4402.43,4,5,5,4-5-5,27,Champions,0
725,41,25,3787.57,5,5,5,5-5-5,30,Champions,0
726,108,37,5262.6,4,5,5,4-5-5,27,Champions,0
727,60,23,3715.22,5,5,5,5-5-5,30,Champions,0
728,38,19,3562.91,5,5,5,5-5-5,30,Champions,0
729,138,1,20.46,4,1,1,4-1-1,15,Recent Customers,1
730,33,26,4273.49,5,5,5,5-5-5,30,Champions,0
731,55,21,2818.41,5,5,4,5-5-4,29,Champions,0
732,43,12,2373.33,5,4,4,5-4-4,27,Champions,0
733,200,11,1267.95,3,4,4,3-4-4,21,Loyal Customers,0
734,9,20,2709.94,5,5,4,5-5-4,29,Champions,0
735,57,21,3310.55,5,5,5,5-5-5,30,Champions,0
736,14,33,5768.31,5,5,5,5-5-5,30,Champions,0
737,60,22,6924.55,5,5,5,5-5-5,30,Champions,0
738,113,28,3592.1,4,5,5,4-5-5,27,Champions,0
739,138,17,1909.33,4,5,4,4-5-4,26,Champions,0
740,419,1,48.06,2,1,1,2-1-1,9,Hibernating,1
741,116,24,5248.53,4,5,5,4-5-5,27,Champions,0
742,97,20,2177.24,4,5,4,4-5-4,26,Champions,0
743,131,26,3490.4,4,5,5,4-5-5,27,Champions,0
744,64,14,2364.29,5,4,4,5-4-4,27,Champions,0
745,99,19,3422.88,4,5,5,4-5-5,27,Champions,0
746,53,16,4324.48,5,4,5,5-4-5,28,Champions,0
747,183,15,2988.14,3,4,5,3-4-5,22,Loyal Customers,0
748,130,12,1499.43,4,4,4,4-4-4,24,Champions,0
749,156,6,1451.66,3,3,4,3-3-4,19,Loyal Customers,0
750,139,15,2011.0,4,4,4,4-4-4,24,Champions,0
751,28,10,1252.77,5,4,4,5-4-4,27,Champions,0
752,173,14,1740.97,3,4,4,3-4-4,21,Loyal Customers,0
753,99,13,840.79,4,4,3,4-4-3,23,Loyal Customers,0
754,55,10,959.67,5,4,3,5-4-3,26,Loyal Customers,0
755,170,12,1178.55,3,4,4,3-4-4,21,Loyal Customers,0
756,55,12,1339.87,5,4,4,5-4-4,27,Champions,0
757,157,9,728.11,3,3,3,3-3-3,18,Loyal Customers,0
758,115,8,1260.08,4,3,4,4-3-4,22,Loyal Customers,0
759,148,17,2204.63,3,5,4,3-5-4,23,Loyal Customers,0
760,193,5,365.46,3,3,2,3-3-2,17,Promising,1
761,36,10,3656.32,5,4,5,5-4-5,28,Champions,0
762,107,12,1233.78,4,4,4,4-4-4,24,Champions,0
763,307,8,1125.79,3,3,4,3-3-4,19,Loyal Customers,0
764,76,8,719.89,4,3,3,4-3-3,21,Loyal Customers,0
765,163,13,1869.2,3,4,4,3-4-4,21,Loyal Customers,0
766,68,10,875.68,5,4,3,5-4-3,26,Loyal Customers,0
767,151,12,930.91,3,4,3,3-4-3,20,Loyal Customers,0
768,145,13,1210.6,4,4,4,4-4-4,24,Champions,0
769,167,10,2154.3,3,4,4,3-4-4,21,Loyal Customers,0
770,240,4,1033.63,3,2,3,3-2-3,16,Promising,0
771,166,13,1699.22,3,4,4,3-4-4,21,Loyal Customers,0
772,146,8,1111.2,3,3,4,3-3-4,19,Loyal Customers,0
773,75,13,2157.49,4,4,4,4-4-4,24,Champions,0
774,167,9,1940.88,3,3,4,3-3-4,19,Loyal Customers,0
775,113,10,1268.33,4,4,4,4-4-4,24,Champions,0
776,223,7,836.36,3,3,3,3-3-3,18,Loyal Customers,0
777,197,11,1598.11,3,4,4,3-4-4,21,Loyal Customers,0
778,304,7,726.26,3,3,3,3-3-3,18,Loyal Customers,0
779,115,10,536.84,4,4,3,4-4-3,23,Loyal Customers,0
780,53,9,718.19,5,3,3,5-3-3,24,Loyal Customers,0
781,303,8,905.14,3,3,3,3-3-3,18,Loyal Customers,0
782,101,8,1471.91,4,3,4,4-3-4,22,Loyal Customers,0
783,187,6,491.54,3,3,3,3-3-3,18,Loyal Customers,0
784,200,12,2307.33,3,4,4,3-4-4,21,Loyal Customers,0
785,285,2,376.48,3,1,2,3-1-2,13,Hibernating,1
786,146,9,673.45,3,3,3,3-3-3,18,Loyal Customers,0
787,220,5,953.5,3,3,3,3-3-3,18,Loyal Customers,0
788,137,5,200.6,4,3,2,4-3-2,20,Promising,1
789,380,9,622.61,2,3,3,2-3-3,15,At Risk,0
790,132,7,798.6,4,3,3,4-3-3,21,Loyal Customers,0
791,140,12,984.64,4,4,3,4-4-3,23,Loyal Customers,0
792,143,13,1588.65,4,4,4,4-4-4,24,Champions,0
793,57,3,734.26,5,2,3,5-2-3,22,Recent Customers,0
794,87,10,1005.59,4,4,3,4-4-3,23,Loyal Customers,0
795,147,13,2034.45,3,4,4,3-4-4,21,Loyal Customers,0
796,155,3,193.78,3,2,2,3-2-2,15,Promising,1
797,183,13,1249.18,3,4,4,3-4-4,21,Loyal Customers,0
798,192,8,995.88,3,3,3,3-3-3,18,Loyal Customers,0
799,73,12,2660.44,4,4,4,4-4-4,24,Champions,0
800,578,1,137.96,2,1,2,2-1-2,10,Hibernating,1
801,85,8,1094.32,4,3,3,4-3-3,21,Loyal Customers,0
802,82,8,766.67,4,3,3,4-3-3,21,Loyal Customers,0
803,287,7,592.19,3,3,3,3-3-3,18,Loyal Customers,0
804,205,6,592.88,3,3,3,3-3-3,18,Loyal Customers,0
805,283,7,785.81,3,3,3,3-3-3,18,Loyal Customers,0
806,123,12,1587.17,4,4,4,4-4-4,24,Champions,0
807,170,12,1984.81,3,4,4,3-4-4,21,Loyal Customers,0
808,189,7,813.33,3,3,3,3-3-3,18,Loyal Customers,0
809,45,8,2384.93,5,3,4,5-3-4,25,Loyal Customers,0
810,102,9,2657.23,4,3,4,4-3-4,22,Loyal Customers,0
811,88,15,1181.59,4,4,4,4-4-4,24,Champions,0
812,231,9,708.7,3,3,3,3-3-3,18,Loyal Customers,0
813,100,11,1061.22,4,4,3,4-4-3,23,Loyal Customers,0
814,112,4,270.51,4,2,2,4-2-2,18,Recent Customers,1
815,26,8,750.01,5,3,3,5-3-3,24,Loyal Customers,0
816,143,8,2232.5,4,3,4,4-3-4,22,Loyal Customers,0
817,185,11,1044.61,3,4,3,3-4-3,20,Loyal Customers,0
818,169,4,251.63,3,2,2,3-2-2,15,Promising,1
819,263,17,1546.24,3,5,4,3-5-4,23,Loyal Customers,0
820,21,13,1833.1,5,4,4,5-4-4,27,Champions,0
821,151,12,1738.35,3,4,4,3-4-4,21,Loyal Customers,0
822,154,7,682.45,3,3,3,3-3-3,18,Loyal Customers,0
823,170,10,1975.55,3,4,4,3-4-4,21,Loyal Customers,0
824,174,8,386.95,3,3,2,3-3-2,17,Promising,0
825,266,9,1612.55,3,3,4,3-3-4,19,Loyal Customers,0
826,49,18,3268.73,5,5,5,5-5-5,30,Champions,0
827,237,12,1138.87,3,4,4,3-4-4,21,Loyal Customers,0
828,160,5,239.69,3,3,2,3-3-2,17,Promising,1
829,458,2,287.74,2,1,2,2-1-2,10,Hibernating,1
830,167,16,1568.41,3,4,4,3-4-4,21,Loyal Customers,0
831,164,8,1412.75,3,3,4,3-3-4,19,Loyal Customers,0
832,119,10,1477.28,4,4,4,4-4-4,24,Champions,0
833,127,14,2051.69,4,4,4,4-4-4,24,Champions,0
834,19,9,1201.66,5,3,4,5-3-4,25,Loyal Customers,0
835,65,11,837.49,5,4,3,5-4-3,26,Loyal Customers,0
836,221,9,967.33,3,3,3,3-3-3,18,Loyal Customers,0
837,106,6,475.52,4,3,3,4-3-3,21,Loyal Customers,0
838,71,17,2568.28,4,5,4,4-5-4,26,Champions,0
839,82,9,2161.12,4,3,4,4-3-4,22,Loyal Customers,0
840,88,12,1637.87,4,4,4,4-4-4,24,Champions,0
841,70,12,1009.21,4,4,3,4-4-3,23,Loyal Customers,0
842,105,12,1186.11,4,4,4,4-4-4,24,Champions,0
843,18,12,1369.81,5,4,4,5-4-4,27,Champions,0
844,202,15,2048.49,3,4,4,3-4-4,21,Loyal Customers,0
845,55,17,3248.09,5,5,5,5-5-5,30,Champions,0
846,242,11,1913.84,3,4,4,3-4-4,21,Loyal Customers,0
847,123,10,873.46,4,4,3,4-4-3,23,Loyal Customers,0
848,149,9,592.45,3,3,3,3-3-3,18,Loyal Customers,0
849,216,11,1641.62,3,4,4,3-4-4,21,Loyal Customers,0
850,223,7,714.31,3,3,3,3-3-3,18,Loyal Customers,0
851,146,11,1152.14,3,4,4,3-4-4,21,Loyal Customers,0
852,218,5,249.54,3,3,2,3-3-2,17,Promising,1
853,348,4,317.19,2,2,2,2-2-2,12,Cant Lose Them,1
854,194,16,2073.36,3,4,4,3-4-4,21,Loyal Customers,0
855,88,11,1273.16,4,4,4,4-4-4,24,Champions,0
856,39,16,2671.07,5,4,4,5-4-4,27,Champions,0
857,99,9,2573.67,4,3,4,4-3-4,22,Loyal Customers,0
858,104,12,1187.23,4,4,4,4-4-4,24,Champions,0
859,115,17,2773.77,4,5,4,4-5-4,26,Champions,0
860,307,3,416.78,3,2,2,3-2-2,15,Promising,1
861,53,15,3640.41,5,4,5,5-4-5,28,Champions,0
862,265,16,2864.37,3,4,4,3-4-4,21,Loyal Customers,0
863,172,11,1492.91,3,4,4,3-4-4,21,Loyal Customers,0
864,326,4,866.83,2,2,3,2-2-3,13,Cant Lose Them,1
865,215,10,1209.34,3,4,4,3-4-4,21,Loyal Customers,0
866,276,7,959.52,3,3,3,3-3-3,18,Loyal Customers,0
867,163,11,1534.64,3,4,4,3-4-4,21,Loyal Customers,0
868,231,8,343.66,3,3,2,3-3-2,17,Promising,0
869,235,4,524.51,3,2,3,3-2-3,16,Promising,1
870,128,13,1664.27,4,4,4,4-4-4,24,Champions,0
871,106,5,788.11,4,3,3,4-3-3,21,Loyal Customers,0
872,119,10,1084.91,4,4,3,4-4-3,23,Loyal Customers,0
873,101,15,2006.52,4,4,4,4-4-4,24,Champions,0
