order_id,customer_id,order_date,quantity,unit_price,total_amount,product_category,country,true_segment
21560,1182,2022-06-12,1,29.37,29.37,Clothing,Australia,At Risk
26127,2066,2022-06-12,3,13.31,39.93,Beauty,USA,Hibernating
22322,1270,2022-06-12,2,169.9,339.8,Electronics,UK,At Risk
23804,1469,2022-06-12,1,38.31,38.31,Sports,USA,At Risk
23464,1418,2022-06-12,2,19.97,39.94,Beauty,France,At Risk
23197,1384,2022-06-12,1,43.51,43.51,Clothing,Germany,At Risk
24874,1610,2022-06-13,1,33.25,33.25,Clothing,Germany,At Risk
23155,1376,2022-06-13,1,49.56,49.56,Home & Garden,UK,At Risk
23340,1404,2022-06-13,1,143.97,143.97,Electronics,USA,At Risk
25523,1832,2022-06-13,2,44.03,88.06,Home & Garden,UK,Hibernating
21131,1126,2022-06-13,4,42.88,171.52,Clothing,France,At Risk
22314,1269,2022-06-13,1,61.17,61.17,Home & Garden,USA,At Risk
22889,1343,2022-06-13,1,17.16,17.16,Beauty,UK,At Risk
23342,1404,2022-06-13,2,11.64,23.28,Food,Australia,At Risk
11131,387,2022-06-13,2,228.37,456.74,Electronics,Canada,Loyal
23193,1383,2022-06-13,1,165.33,165.33,Electronics,UK,At Risk
23656,1449,2022-06-13,2,14.46,28.92,Books,USA,At Risk
24532,1565,2022-06-13,4,35.94,143.76,Home & Garden,Canada,At Risk
21796,1210,2022-06-13,1,129.94,129.94,Electronics,Australia,At Risk
12037,435,2022-06-13,1,183.82,183.82,Electronics,Germany,Loyal
25605,1860,2022-06-13,1,91.72,91.72,Electronics,USA,Hibernating
23878,1479,2022-06-13,1,35.69,35.69,Clothing,Australia,At Risk
24848,1608,2022-06-13,1,198.13,198.13,Electronics,USA,At Risk
25756,1912,2022-06-13,2,28.94,57.88,Home & Garden,Germany,Hibernating
23540,1432,2022-06-13,1,38.38,38.38,Sports,UK,At Risk
22282,1266,2022-06-14,1,178.41,178.41,Electronics,USA,At Risk
17896,784,2022-06-14,1,15.18,15.18,Books,UK,Promising
23487,1423,2022-06-14,1,27.19,27.19,Beauty,USA,At Risk
24102,1509,2022-06-14,1,26.34,26.34,Beauty,Canada,At Risk
23931,1488,2022-06-14,2,29.39,58.78,Clothing,USA,At Risk
22732,1323,2022-06-14,2,17.49,34.98,Beauty,Australia,At Risk
22271,1265,2022-06-14,2,13.95,27.9,Food,Canada,At Risk
24426,1551,2022-06-14,1,40.55,40.55,Home & Garden,USA,At Risk
24000,1497,2022-06-14,1,52.32,52.32,Sports,USA,At Risk
22086,1243,2022-06-14,1,46.54,46.54,Clothing,Germany,At Risk
25075,1653,2022-06-14,3,32.88,98.64,Sports,India,Hibernating
25634,1868,2022-06-15,2,25.97,51.94,Clothing,Australia,Hibernating
22970,1355,2022-06-15,5,43.91,219.55,Sports,Canada,At Risk
24929,1617,2022-06-15,1,17.76,17.76,Beauty,USA,At Risk
23234,1390,2022-06-15,1,43.75,43.75,Sports,UK,At Risk
22468,1290,2022-06-15,1,48.36,48.36,Sports,UK,At Risk
23447,1417,2022-06-15,1,22.01,22.01,Beauty,USA,At Risk
22239,1262,2022-06-15,2,124.45,248.9,Electronics,Brazil,At Risk
21443,1168,2022-06-15,1,41.73,41.73,Sports,India,At Risk
22688,1318,2022-06-15,2,23.87,47.74,Beauty,USA,At Risk
22205,1256,2022-06-15,2,20.02,40.04,Beauty,France,At Risk
23817,1471,2022-06-16,2,12.41,24.82,Books,France,At Risk
22031,1238,2022-06-16,1,137.88,137.88,Electronics,Australia,At Risk
23690,1452,2022-06-16,1,19.76,19.76,Food,Germany,At Risk
25500,1823,2022-06-16,1,9.69,9.69,Books,USA,Hibernating
25497,1821,2022-06-16,2,22.46,44.92,Clothing,USA,Hibernating
25099,1663,2022-06-16,1,22.92,22.92,Beauty,Brazil,Hibernating
21519,1179,2022-06-16,2,22.27,44.54,Toys,USA,At Risk
22533,1298,2022-06-16,1,44.78,44.78,Clothing,USA,At Risk
23392,1411,2022-06-16,2,184.84,369.68,Electronics,Canada,At Risk
23738,1458,2022-06-16,3,34.81,104.43,Clothing,Canada,At Risk
24303,1532,2022-06-16,1,16.8,16.8,Toys,UK,At Risk
22433,1285,2022-06-16,2,17.69,35.38,Food,Canada,At Risk
22615,1308,2022-06-16,1,147.18,147.18,Electronics,USA,At Risk
26028,2025,2022-06-16,1,15.32,15.32,Toys,USA,Hibernating
24617,1576,2022-06-16,5,134.23,671.15,Electronics,Australia,At Risk
25299,1742,2022-06-16,3,22.32,66.96,Beauty,India,Hibernating
24089,1508,2022-06-17,1,22.93,22.93,Toys,USA,At Risk
20996,1114,2022-06-17,2,74.09,148.18,Home & Garden,USA,Promising
3696,105,2022-06-17,1,55.05,55.05,Beauty,UK,Champions
26190,2094,2022-06-17,3,94.05,282.15,Electronics,UK,Hibernating
21669,1198,2022-06-17,1,12.67,12.67,Books,France,At Risk
19442,948,2022-06-17,1,71.0,71.0,Home & Garden,USA,Promising
22661,1315,2022-06-17,1,28.88,28.88,Beauty,USA,At Risk
26173,2086,2022-06-17,3,78.09,234.27,Electronics,USA,Hibernating
25568,1846,2022-06-17,1,10.82,10.82,Food,USA,Hibernating
21250,1142,2022-06-17,1,18.55,18.55,Beauty,UK,At Risk
23127,1373,2022-06-17,4,36.89,147.56,Home & Garden,USA,At Risk
23789,1467,2022-06-18,3,114.49,343.47,Electronics,Canada,At Risk
23759,1463,2022-06-18,2,44.92,89.84,Sports,Australia,At Risk
25092,1660,2022-06-18,4,6.3,25.2,Books,UK,Hibernating
23229,1389,2022-06-18,1,46.21,46.21,Clothing,India,At Risk
21367,1158,2022-06-18,2,26.3,52.6,Clothing,India,At Risk
25836,1947,2022-06-18,1,9.02,9.02,Books,France,Hibernating
24346,1540,2022-06-18,1,36.03,36.03,Home & Garden,Germany,At Risk
23722,1455,2022-06-18,1,31.4,31.4,Beauty,USA,At Risk
22392,1279,2022-06-18,5,26.16,130.8,Clothing,France,At Risk
25818,1938,2022-06-18,1,18.92,18.92,Clothing,Germany,Hibernating
24747,1594,2022-06-18,1,9.28,9.28,Books,USA,At Risk
24315,1534,2022-06-19,4,16.92,67.68,Food,Canada,At Risk
21311,1151,2022-06-19,2,45.41,90.82,Clothing,France,At Risk
25330,1758,2022-06-19,1,9.89,9.89,Food,USA,Hibernating
26213,2105,2022-06-19,5,26.93,134.65,Clothing,Germany,Hibernating
25975,2004,2022-06-19,3,8.71,26.13,Books,USA,Hibernating
24032,1501,2022-06-19,2,127.78,255.56,Electronics,Brazil,At Risk
21352,1158,2022-06-19,5,10.35,51.75,Books,USA,At Risk
23161,1378,2022-06-19,4,21.15,84.6,Beauty,France,At Risk
23089,1368,2022-06-20,1,17.72,17.72,Food,Brazil,At Risk
21552,1182,2022-06-20,2,40.31,80.62,Clothing,USA,At Risk
25282,1734,2022-06-20,3,10.23,30.69,Books,France,Hibernating
24254,1526,2022-06-20,3,40.56,121.68,Clothing,Germany,At Risk
24456,1555,2022-06-20,1,31.46,31.46,Clothing,USA,At Risk
26114,2060,2022-06-20,1,125.1,125.1,Electronics,Canada,Hibernating
22089,1244,2022-06-20,1,19.56,19.56,Food,Germany,At Risk
21346,1157,2022-06-20,3,21.98,65.94,Beauty,India,At Risk
26186,2092,2022-06-20,1,7.3,7.3,Books,UK,Hibernating
24957,1621,2022-06-20,1,13.18,13.18,Books,USA,At Risk
25976,2005,2022-06-20,1,88.47,88.47,Electronics,Australia,Hibernating
20076,1017,2022-06-20,4,216.22,864.88,Electronics,India,Promising
22656,1314,2022-06-21,2,32.98,65.96,Clothing,Canada,At Risk
22002,1235,2022-06-21,1,56.51,56.51,Home & Garden,France,At Risk
25032,1636,2022-06-21,1,25.76,25.76,Clothing,Germany,Hibernating
25293,1739,2022-06-21,2,13.8,27.6,Beauty,USA,Hibernating
1222,34,2022-06-21,1,66.34,66.34,Beauty,USA,Champions
17070,724,2022-06-21,3,48.44,145.32,Clothing,UK,Loyal
23085,1368,2022-06-21,1,111.82,111.82,Electronics,Australia,At Risk
25735,1905,2022-06-21,2,32.55,65.1,Sports,Canada,Hibernating
25874,1961,2022-06-22,1,31.21,31.21,Home & Garden,UK,Hibernating
23304,1401,2022-06-22,2,15.5,31.0,Books,USA,At Risk
25116,1667,2022-06-22,2,38.84,77.68,Home & Garden,UK,Hibernating
26254,2121,2022-06-22,1,89.33,89.33,Electronics,UK,Hibernating
10118,329,2022-06-22,1,75.99,75.99,Sports,Australia,Loyal
24634,1577,2022-06-22,2,61.06,122.12,Home & Garden,Germany,At Risk
22502,1293,2022-06-22,1,169.51,169.51,Electronics,USA,At Risk
25715,1898,2022-06-22,2,28.82,57.64,Clothing,USA,Hibernating
10217,335,2022-06-22,2,93.93,187.86,Home & Garden,USA,Loyal
24531,1565,2022-06-22,4,18.21,72.84,Food,Australia,At Risk
22434,1285,2022-06-22,4,51.67,206.68,Sports,Canada,At Risk
21822,1212,2022-06-22,1,40.59,40.59,Sports,India,At Risk
21913,1224,2022-06-22,1,34.97,34.97,Clothing,Germany,At Risk
22786,1330,2022-06-22,2,34.41,68.82,Home & Garden,Germany,At Risk
23693,1453,2022-06-22,5,136.29,681.45,Electronics,USA,At Risk
22299,1268,2022-06-23,5,11.61,58.05,Food,USA,At Risk
25100,1663,2022-06-23,3,17.46,52.38,Beauty,France,Hibernating
21965,1230,2022-06-23,1,46.36,46.36,Sports,Germany,At Risk
25995,2013,2022-06-23,2,34.3,68.6,Home & Garden,USA,Hibernating
22966,1354,2022-06-23,2,59.46,118.92,Home & Garden,USA,At Risk
23114,1370,2022-06-23,1,60.87,60.87,Home & Garden,USA,At Risk
25095,1660,2022-06-23,1,25.86,25.86,Clothing,USA,Hibernating
22414,1281,2022-06-23,2,44.19,88.38,Clothing,USA,At Risk
22489,1292,2022-06-24,2,153.11,306.22,Electronics,Australia,At Risk
23651,1449,2022-06-24,1,194.19,194.19,Electronics,USA,At Risk
16771,708,2022-06-24,3,222.02,666.06,Electronics,USA,Loyal
18161,815,2022-06-24,2,62.81,125.62,Home & Garden,USA,Promising
21305,1150,2022-06-24,1,53.75,53.75,Home & Garden,Australia,At Risk
21923,1225,2022-06-24,2,57.31,114.62,Home & Garden,Germany,At Risk
25292,1739,2022-06-24,1,31.74,31.74,Home & Garden,Canada,Hibernating
26022,2022,2022-06-24,1,81.18,81.18,Electronics,USA,Hibernating
26246,2118,2022-06-24,2,28.87,57.74,Clothing,Brazil,Hibernating
23918,1486,2022-06-25,2,11.39,22.78,Food,France,At Risk
21536,1180,2022-06-25,3,48.06,144.18,Sports,USA,At Risk
24790,1598,2022-06-25,1,47.13,47.13,Sports,USA,At Risk
25166,1687,2022-06-25,1,86.39,86.39,Electronics,USA,Hibernating
22036,1238,2022-06-25,3,112.19,336.57,Electronics,USA,At Risk
24525,1564,2022-06-26,1,176.7,176.7,Electronics,USA,At Risk
22626,1311,2022-06-26,1,14.24,14.24,Food,France,At Risk
22356,1274,2022-06-26,4,61.92,247.68,Home & Garden,Brazil,At Risk
25437,1799,2022-06-26,2,33.04,66.08,Home & Garden,Australia,Hibernating
23516,1427,2022-06-26,1,14.35,14.35,Food,Canada,At Risk
24140,1514,2022-06-26,1,11.19,11.19,Books,USA,At Risk
26115,2060,2022-06-26,1,34.31,34.31,Clothing,Germany,Hibernating
11820,425,2022-06-26,1,56.25,56.25,Home & Garden,UK,Loyal
21193,1134,2022-06-26,1,35.0,35.0,Home & Garden,France,At Risk
24576,1570,2022-06-26,2,187.69,375.38,Electronics,India,At Risk
22812,1333,2022-06-26,1,38.84,38.84,Clothing,Australia,At Risk
25959,1998,2022-06-26,2,32.86,65.72,Clothing,Germany,Hibernating
22065,1241,2022-06-27,1,41.77,41.77,Sports,USA,At Risk
25598,1857,2022-06-27,1,16.36,16.36,Toys,UK,Hibernating
25122,1670,2022-06-27,1,10.65,10.65,Books,USA,Hibernating
24573,1569,2022-06-27,1,120.65,120.65,Electronics,UK,At Risk
22967,1354,2022-06-27,1,13.9,13.9,Food,USA,At Risk
25672,1881,2022-06-27,2,38.54,77.08,Sports,USA,Hibernating
25730,1903,2022-06-27,2,27.69,55.38,Clothing,India,Hibernating
25423,1792,2022-06-27,3,22.6,67.8,Beauty,USA,Hibernating
25588,1853,2022-06-27,5,141.81,709.05,Electronics,Germany,Hibernating
21803,1211,2022-06-27,1,40.52,40.52,Clothing,UK,At Risk
17855,779,2022-06-27,4,25.52,102.08,Toys,Germany,Promising
24758,1595,2022-06-27,1,19.04,19.04,Food,USA,At Risk
22180,1253,2022-06-27,3,47.55,142.65,Clothing,Brazil,At Risk
24610,1575,2022-06-27,1,35.96,35.96,Home & Garden,Germany,At Risk
22865,1340,2022-06-28,1,111.55,111.55,Electronics,Australia,At Risk
22046,1239,2022-06-28,4,15.21,60.84,Books,Canada,At Risk
26070,2042,2022-06-28,5,28.72,143.6,Clothing,Canada,Hibernating
25200,1700,2022-06-28,3,25.77,77.31,Clothing,France,Hibernating
9802,310,2022-06-28,2,319.98,639.96,Electronics,Brazil,Loyal
22618,1308,2022-06-28,2,31.6,63.2,Clothing,USA,At Risk
23133,1373,2022-06-28,2,47.36,94.72,Home & Garden,France,At Risk
20432,1056,2022-06-28,3,33.82,101.46,Beauty,USA,Promising
25029,1635,2022-06-28,1,29.98,29.98,Home & Garden,France,Hibernating
25717,1898,2022-06-28,3,14.04,42.12,Food,USA,Hibernating
25617,1863,2022-06-28,2,26.17,52.34,Sports,Germany,Hibernating
21956,1229,2022-06-28,1,28.22,28.22,Beauty,Germany,At Risk
23715,1454,2022-06-28,1,51.6,51.6,Sports,Brazil,At Risk
12572,466,2022-06-28,4,49.39,197.56,Sports,Canada,Loyal
22486,1292,2022-06-28,1,53.61,53.61,Home & Garden,Germany,At Risk
22952,1352,2022-06-28,1,36.65,36.65,Clothing,USA,At Risk
24923,1617,2022-06-28,1,39.21,39.21,Home & Garden,Canada,At Risk
25189,1696,2022-06-28,2,27.14,54.28,Sports,Australia,Hibernating
25970,2002,2022-06-29,1,19.76,19.76,Toys,Germany,Hibernating
9780,309,2022-06-29,2,77.55,155.1,Home & Garden,Canada,Loyal
6074,172,2022-06-29,2,153.9,307.8,Home & Garden,UK,Champions
25017,1631,2022-06-29,1,11.27,11.27,Books,USA,Hibernating
26175,2087,2022-06-29,5,13.74,68.7,Toys,Australia,Hibernating
23025,1362,2022-06-29,2,60.22,120.44,Home & Garden,Brazil,At Risk
23438,1416,2022-06-29,1,50.61,50.61,Sports,UK,At Risk
22650,1313,2022-06-29,2,13.22,26.44,Food,USA,At Risk
24773,1597,2022-06-29,5,27.58,137.9,Toys,Brazil,At Risk
25996,2013,2022-06-30,3,30.42,91.26,Clothing,India,Hibernating
19469,951,2022-06-30,1,24.53,24.53,Beauty,France,Promising
25372,1774,2022-06-30,1,14.75,14.75,Beauty,USA,Hibernating
25093,1660,2022-06-30,1,28.67,28.67,Clothing,USA,Hibernating
22660,1315,2022-06-30,1,17.03,17.03,Toys,USA,At Risk
1059,30,2022-06-30,3,92.2,276.6,Clothing,UK,Champions
23073,1367,2022-06-30,2,20.4,40.8,Toys,USA,At Risk
24482,1557,2022-06-30,1,32.2,32.2,Clothing,USA,At Risk
22270,1265,2022-06-30,4,30.84,123.36,Clothing,India,At Risk
22056,1239,2022-06-30,3,40.83,122.49,Home & Garden,USA,At Risk
23022,1361,2022-06-30,3,37.88,113.64,Clothing,USA,At Risk
22148,1250,2022-06-30,1,9.92,9.92,Books,Germany,At Risk
22232,1261,2022-06-30,3,42.69,128.07,Sports,USA,At Risk
24166,1518,2022-06-30,1,37.64,37.64,Home & Garden,Brazil,At Risk
23090,1368,2022-06-30,1,197.94,197.94,Electronics,USA,At Risk
21585,1187,2022-06-30,5,115.94,579.7,Electronics,USA,At Risk
24856,1608,2022-07-01,2,116.07,232.14,Electronics,USA,At Risk
23439,1416,2022-07-01,3,46.32,138.96,Home & Garden,France,At Risk
23556,1435,2022-07-01,2,52.92,105.84,Home & Garden,Germany,At Risk
24268,1527,2022-07-01,1,56.02,56.02,Home & Garden,USA,At Risk
18707,867,2022-07-01,5,21.74,108.7,Food,Australia,Promising
23974,1495,2022-07-01,2,127.65,255.3,Electronics,Brazil,At Risk
25125,1671,2022-07-02,1,32.87,32.87,Sports,USA,Hibernating
23531,1430,2022-07-02,2,16.34,32.68,Toys,UK,At Risk
26143,2072,2022-07-02,1,79.72,79.72,Electronics,UK,Hibernating
26084,2046,2022-07-02,4,11.61,46.44,Food,USA,Hibernating
24824,1604,2022-07-02,4,10.31,41.24,Books,Germany,At Risk
24984,1624,2022-07-02,1,27.84,27.84,Beauty,USA,At Risk
22035,1238,2022-07-02,1,36.68,36.68,Clothing,USA,At Risk
23522,1428,2022-07-02,2,35.29,70.58,Sports,USA,At Risk
21293,1147,2022-07-03,2,128.24,256.48,Electronics,UK,At Risk
22511,1295,2022-07-03,1,9.65,9.65,Books,Canada,At Risk
25663,1879,2022-07-03,4,38.83,155.32,Sports,UK,Hibernating
26255,2121,2022-07-03,1,35.11,35.11,Sports,Australia,Hibernating
25520,1831,2022-07-03,1,87.54,87.54,Electronics,USA,Hibernating
25809,1933,2022-07-03,1,13.39,13.39,Beauty,UK,Hibernating
22918,1347,2022-07-03,1,30.09,30.09,Beauty,France,At Risk
17786,771,2022-07-03,1,70.41,70.41,Home & Garden,USA,Promising
25153,1683,2022-07-03,1,22.38,22.38,Sports,UK,Hibernating
21898,1221,2022-07-03,1,21.72,21.72,Toys,USA,At Risk
18837,881,2022-07-03,1,50.71,50.71,Clothing,Australia,Promising
22061,1240,2022-07-03,1,165.38,165.38,Electronics,UK,At Risk
23592,1440,2022-07-03,3,30.26,90.78,Sports,India,At Risk
23488,1424,2022-07-03,1,31.6,31.6,Sports,Germany,At Risk
25941,1989,2022-07-03,1,15.29,15.29,Toys,UK,Hibernating
24079,1506,2022-07-03,1,12.37,12.37,Food,UK,At Risk
23704,1453,2022-07-04,2,43.67,87.34,Clothing,Canada,At Risk
25078,1654,2022-07-04,1,20.5,20.5,Clothing,Canada,Hibernating
1141,32,2022-07-04,1,472.26,472.26,Electronics,Germany,Champions
25805,1931,2022-07-04,3,33.35,100.05,Sports,USA,Hibernating
21177,1133,2022-07-04,5,15.56,77.8,Books,Germany,At Risk
18981,896,2022-07-04,1,56.22,56.22,Home & Garden,USA,Promising
25488,1818,2022-07-04,1,17.68,17.68,Beauty,USA,Hibernating
23744,1459,2022-07-04,4,41.01,164.04,Clothing,Brazil,At Risk
26062,2038,2022-07-04,1,9.5,9.5,Food,Canada,Hibernating
25758,1914,2022-07-04,5,31.48,157.4,Sports,India,Hibernating
23275,1396,2022-07-05,1,61.69,61.69,Home & Garden,Germany,At Risk
25977,2005,2022-07-05,1,14.35,14.35,Beauty,USA,Hibernating
23367,1408,2022-07-05,1,35.76,35.76,Clothing,Germany,At Risk
23324,1403,2022-07-05,1,152.41,152.41,Electronics,India,At Risk
19341,938,2022-07-05,1,48.15,48.15,Home & Garden,Brazil,Promising
26077,2044,2022-07-05,5,20.04,100.2,Clothing,Canada,Hibernating
25974,2004,2022-07-05,1,9.9,9.9,Food,UK,Hibernating
24908,1615,2022-07-05,2,60.7,121.4,Home & Garden,France,At Risk
12233,447,2022-07-05,1,31.65,31.65,Toys,France,Loyal
26065,2040,2022-07-05,2,25.04,50.08,Clothing,USA,Hibernating
14048,550,2022-07-05,2,87.97,175.94,Sports,USA,Loyal
22432,1284,2022-07-05,1,15.97,15.97,Toys,USA,At Risk
23649,1449,2022-07-05,1,43.6,43.6,Home & Garden,UK,At Risk
24354,1541,2022-07-05,2,21.99,43.98,Beauty,Canada,At Risk
21299,1149,2022-07-06,1,35.8,35.8,Clothing,Australia,At Risk
24024,1500,2022-07-06,1,34.48,34.48,Home & Garden,USA,At Risk
16146,672,2022-07-06,1,37.36,37.36,Beauty,Germany,Loyal
4031,115,2022-07-06,1,497.68,497.68,Electronics,Germany,Champions
12900,487,2022-07-06,1,30.23,30.23,Beauty,Brazil,Loyal
23334,1404,2022-07-06,1,24.97,24.97,Beauty,UK,At Risk
23436,1415,2022-07-06,3,21.26,63.78,Beauty,Australia,At Risk
14666,585,2022-07-06,2,19.88,39.76,Books,USA,Loyal
25501,1823,2022-07-06,4,143.43,573.72,Electronics,USA,Hibernating
14439,572,2022-07-06,1,29.28,29.28,Food,USA,Loyal
22693,1318,2022-07-06,3,40.66,121.98,Sports,Australia,At Risk
22439,1286,2022-07-06,1,19.11,19.11,Toys,USA,At Risk
24762,1596,2022-07-06,3,30.61,91.83,Clothing,USA,At Risk
24512,1561,2022-07-06,1,128.34,128.34,Electronics,USA,At Risk
24506,1561,2022-07-06,3,27.56,82.68,Toys,UK,At Risk
20758,1088,2022-07-06,4,41.37,165.48,Clothing,Germany,Promising
25070,1651,2022-07-07,1,14.42,14.42,Food,USA,Hibernating
22382,1278,2022-07-07,1,29.74,29.74,Beauty,UK,At Risk
2030,57,2022-07-07,2,379.8,759.6,Electronics,USA,Champions
15636,640,2022-07-07,2,50.39,100.78,Beauty,France,Loyal
12725,476,2022-07-07,1,90.76,90.76,Home & Garden,USA,Loyal
22751,1324,2022-07-07,1,9.58,9.58,Books,UK,At Risk
21342,1156,2022-07-08,2,139.41,278.82,Electronics,Canada,At Risk
26265,2125,2022-07-08,1,33.43,33.43,Sports,Australia,Hibernating
21835,1214,2022-07-08,1,168.9,168.9,Electronics,Canada,At Risk
20112,1021,2022-07-08,2,206.13,412.26,Electronics,France,Promising
22993,1358,2022-07-08,2,131.53,263.06,Electronics,UK,At Risk
24233,1524,2022-07-08,5,14.52,72.6,Books,Germany,At Risk
18185,818,2022-07-08,1,47.64,47.64,Home & Garden,France,Promising
26107,2057,2022-07-08,2,29.53,59.06,Clothing,Germany,Hibernating
22470,1290,2022-07-08,4,39.76,159.04,Sports,USA,At Risk
21979,1232,2022-07-08,2,131.55,263.1,Electronics,Canada,At Risk
21368,1158,2022-07-08,1,54.42,54.42,Home & Garden,USA,At Risk
12398,458,2022-07-08,1,53.55,53.55,Sports,USA,Loyal
19276,930,2022-07-08,4,59.33,237.32,Home & Garden,USA,Promising
21871,1218,2022-07-08,2,47.85,95.7,Home & Garden,Germany,At Risk
23290,1399,2022-07-08,1,54.0,54.0,Home & Garden,USA,At Risk
23390,1410,2022-07-08,1,117.03,117.03,Electronics,Germany,At Risk
25424,1793,2022-07-08,3,41.42,124.26,Home & Garden,Canada,Hibernating
23192,1383,2022-07-08,1,19.3,19.3,Food,UK,At Risk
24803,1600,2022-07-09,3,23.91,71.73,Beauty,UK,At Risk
25557,1843,2022-07-09,5,9.64,48.2,Food,Brazil,Hibernating
20156,1025,2022-07-09,3,137.31,411.93,Electronics,France,Promising
22306,1268,2022-07-09,1,18.78,18.78,Beauty,UK,At Risk
10747,364,2022-07-09,4,15.33,61.32,Books,USA,Loyal
22198,1255,2022-07-09,1,15.58,15.58,Books,USA,At Risk
21784,1209,2022-07-09,3,15.28,45.84,Food,UK,At Risk
13506,520,2022-07-09,1,64.93,64.93,Sports,India,Loyal
25273,1732,2022-07-09,1,105.48,105.48,Electronics,UK,Hibernating
25952,1995,2022-07-09,2,45.05,90.1,Home & Garden,UK,Hibernating
22562,1301,2022-07-09,1,60.68,60.68,Home & Garden,UK,At Risk
13486,519,2022-07-09,1,48.36,48.36,Clothing,USA,Loyal
24306,1532,2022-07-09,1,8.57,8.57,Books,UK,At Risk
23278,1397,2022-07-09,2,56.23,112.46,Home & Garden,India,At Risk
23792,1468,2022-07-09,1,32.75,32.75,Clothing,France,At Risk
25169,1687,2022-07-09,3,45.85,137.55,Home & Garden,Brazil,Hibernating
22778,1328,2022-07-09,2,15.36,30.72,Books,Brazil,At Risk
25109,1665,2022-07-09,1,13.19,13.19,Beauty,UK,Hibernating
25846,1950,2022-07-09,2,34.11,68.22,Clothing,France,Hibernating
25692,1889,2022-07-10,1,38.52,38.52,Home & Garden,Germany,Hibernating
17774,770,2022-07-10,1,41.6,41.6,Sports,USA,Promising
21574,1185,2022-07-10,1,177.79,177.79,Electronics,Germany,At Risk
25216,1706,2022-07-10,1,33.36,33.36,Clothing,Canada,Hibernating
16722,705,2022-07-10,2,37.38,74.76,Toys,India,Loyal
23425,1415,2022-07-10,2,142.24,284.48,Electronics,India,At Risk
23729,1457,2022-07-10,1,9.25,9.25,Books,USA,At Risk
25886,1967,2022-07-10,2,92.93,185.86,Electronics,Canada,Hibernating
23667,1450,2022-07-10,1,18.09,18.09,Toys,UK,At Risk
22055,1239,2022-07-11,4,13.1,52.4,Books,USA,At Risk
21462,1171,2022-07-11,1,27.75,27.75,Toys,USA,At Risk
23598,1441,2022-07-11,1,21.09,21.09,Toys,Germany,At Risk
23217,1387,2022-07-11,1,11.42,11.42,Food,UK,At Risk
19116,910,2022-07-11,2,46.68,93.36,Clothing,USA,Promising
21273,1145,2022-07-11,1,21.79,21.79,Toys,USA,At Risk
21092,1121,2022-07-11,2,141.11,282.22,Electronics,France,Promising
22060,1240,2022-07-11,1,37.87,37.87,Clothing,Germany,At Risk
25839,1948,2022-07-11,2,15.96,31.92,Toys,Germany,Hibernating
21666,1198,2022-07-12,2,47.34,94.68,Clothing,Australia,At Risk
23270,1396,2022-07-12,3,53.94,161.82,Home & Garden,USA,At Risk
23227,1389,2022-07-12,1,18.51,18.51,Toys,USA,At Risk
12248,448,2022-07-12,1,43.35,43.35,Beauty,UK,Loyal
21755,1206,2022-07-12,1,40.99,40.99,Clothing,USA,At Risk
21568,1184,2022-07-12,3,128.14,384.42,Electronics,France,At Risk
24612,1575,2022-07-12,1,29.05,29.05,Clothing,India,At Risk
23236,1390,2022-07-12,2,27.71,55.42,Clothing,UK,At Risk
25112,1666,2022-07-12,2,35.49,70.98,Sports,Germany,Hibernating
24693,1587,2022-07-12,1,26.86,26.86,Beauty,France,At Risk
23709,1454,2022-07-12,2,34.51,69.02,Clothing,Germany,At Risk
23259,1393,2022-07-12,1,19.89,19.89,Beauty,USA,At Risk
22242,1262,2022-07-12,2,52.75,105.5,Home & Garden,France,At Risk
22189,1254,2022-07-12,1,39.58,39.58,Clothing,Australia,At Risk
26111,2058,2022-07-12,2,103.47,206.94,Electronics,USA,Hibernating
26009,2017,2022-07-12,1,19.8,19.8,Beauty,Australia,Hibernating
26250,2120,2022-07-12,2,11.76,23.52,Toys,USA,Hibernating
22979,1355,2022-07-12,1,28.28,28.28,Beauty,USA,At Risk
24017,1500,2022-07-13,3,46.26,138.78,Clothing,Canada,At Risk
25607,1860,2022-07-13,2,30.24,60.48,Clothing,Germany,Hibernating
22422,1282,2022-07-13,2,17.89,35.78,Food,Germany,At Risk
23180,1381,2022-07-13,1,8.61,8.61,Books,USA,At Risk
21852,1217,2022-07-13,1,34.69,34.69,Clothing,USA,At Risk
24834,1606,2022-07-13,3,31.77,95.31,Clothing,USA,At Risk
25484,1817,2022-07-13,1,10.05,10.05,Books,USA,Hibernating
16679,702,2022-07-13,1,221.57,221.57,Electronics,USA,Loyal
25298,1742,2022-07-13,1,19.59,19.59,Toys,Australia,Hibernating
25242,1715,2022-07-13,3,24.52,73.56,Sports,USA,Hibernating
22492,1292,2022-07-13,1,9.61,9.61,Books,USA,At Risk
21366,1158,2022-07-14,2,22.79,45.58,Beauty,Brazil,At Risk
23319,1402,2022-07-14,5,26.84,134.2,Clothing,Germany,At Risk
10058,326,2022-07-14,1,72.0,72.0,Clothing,UK,Loyal
18557,854,2022-07-14,1,17.69,17.69,Food,UK,Promising
23805,1469,2022-07-14,1,183.06,183.06,Electronics,USA,At Risk
24131,1513,2022-07-14,1,14.92,14.92,Food,USA,At Risk
25260,1726,2022-07-14,2,18.01,36.02,Beauty,Germany,Hibernating
23196,1384,2022-07-14,3,29.66,88.98,Clothing,UK,At Risk
